,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79
1271553,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.00999999999999,9233.01,0.01,121.01,0.00999999999999,0.01,128.01,0.01,3964.01,0.01,0.01,0.00999999999999,0.01,184.01,151.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.00999999999999,87.01,816.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,352.01,0.00999999999999,15428.01,0.00999999999999,0.01,0.01,0.01,0.01,2187.01,0.01,0.00999999999999,0.00999999999999,3.01,105.01,0.01,0.01,0.00999999999999,517.01,88.01,691.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,101.01,0.00999999999999,0.00999999999999,6370.01,0.01,0.01,0.00999999999999,0.01,0.01,0.0100000000002,0.01,0.00999999999999,7.01,113.01,0.01,0.01
12312855,0.01,0.01,153.01,78.01,0.00999999999999,0.00999999999999,0.00999999999999,62.01,68.01,1305.01,0.00999999999999,471.01,179.01,11737.01,3641.01,0.01,312.01,0.00999999999999,0.01,29.01,538.01,0.01,0.00999999999999,0.00999999999999,35.01,17.01,0.01,0.00999999999999,13834.01,130.01,0.00999999999999,0.00999999999999,149.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.01,0.01,288.01,435.01,0.01,0.01,1037.01,0.01,2.01,2272.01,80.01,48.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,255.01,0.01,0.01,0.00999999999999,0.01,258.01,0.0100000000002,0.00999999999999,0.01,0.01,129.01,541.01,407.01,83.01,129.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.00999999999999,3086.01,0.01,0.01,0.01,0.01,0.01
7658026,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,0.01,107.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,313.01,0.00999999999999,0.01,0.00999999999999,0.01,13.01,0.0100000000002,52.01,0.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,145.01,0.00999999999999,0.01,0.01,21.01,0.00999999999999,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,26.01,1.01,0.00999999999999,6.01,0.01,529.01,0.00999999999999,0.01,0.01,5.01,11.01,11547.01,170.01,0.0100000000002,0.01,0.00999999999999,45.01,0.01,0.01,0.01,0.00999999999999,0.01,0.0100000000002,0.01,0.01,0.01,8063.01,0.00999999999999,610.01,802.01,0.01,51.01,0.01,13032.01,0.01
9733232,0.01,0.01,3862.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,271.01,0.01,0.00999999999999,0.01,3.01,0.00999999999999,0.01,0.01,0.01,653.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,42.01,3048.01,7.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01,13291.01,0.00999999999999,1121.01,0.01,109.01,0.01,0.00999999999999,168.01,1.01,0.01,72.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,2536.01,0.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.01,618.01,0.01,0.00999999999999,0.00999999999999,1856.01,177.01,0.00999999999999,149.01,75.01,0.00999999999999,236.01,2327.01,0.01,2772.01,0.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,896.01,781.01,178.01,0.01,0.01,73.01
IA668,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.00999999999999,132.01,463.01,0.01,79.01,0.01,0.01,0.01,0.01,331.01,0.00999999999999,0.01,119.01,0.00999999999999,0.01,44.01,232.01,0.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,3383.01,0.00999999999999,12.01,0.00999999999999,446.01,1.01,0.01,0.01,0.00999999999999,360.01,0.01,0.01,923.01,0.01,0.00999999999999,2687.01,0.01,1631.01,0.01,0.00999999999999,0.01,1573.01,0.00999999999999,0.00999999999999,207.01,0.01,0.01,0.01,3122.01,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.00999999999999,2540.01,0.01,5837.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,630.01,183.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999
1464183,0.01,0.00999999999999,2361.01,0.00999999999999,0.01,0.00999999999999,0.01,483.01,0.01,0.01,0.01,0.01,0.01,0.01,152.01,0.01,1582.01,0.01,0.01,0.01,77.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.00999999999999,0.01,3250.01,0.00999999999999,0.00999999999999,603.01,0.01,0.00999999999999,0.00999999999999,104.01,0.01,1015.01,0.01,0.01,181.01,0.00999999999999,0.01,0.00999999999999,0.01,2232.01,0.00999999999999,0.01,0.01,0.00999999999999,1009.01,0.01,11.01,0.01,0.01,157.01,0.0100000000002,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.01,2062.01,513.01,0.01,141.01,0.01,187.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01
IA669,0.00999999999999,595.01,0.01,9.01,161.01,78.01,0.01,0.01,0.00999999999999,798.01,0.01,0.00999999999999,0.01,388.01,907.01,0.01,243.01,0.00999999999999,0.01,109.01,0.01,238.01,422.01,0.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,437.01,0.00999999999999,0.01,0.01,181.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.00999999999999,36.01,0.00999999999999,0.01,0.00999999999999,8182.01,0.00999999999999,587.01,488.01,119.01,0.01,134.01,112.01,0.01,2076.01,0.01,0.01,245.01,16.01,1285.01,0.01,63.01,0.01,0.00999999999999,43.01,55.01,264.01,37.01,2336.01,131.01,0.01,6.01,0.01,45.01,114.01,315.01,107.01,74.01,110.01,0.01,40.01
9736020,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.01,199.01,0.00999999999999,537.01,2900.01,0.00999999999999,219.01,0.00999999999999,0.00999999999999,0.01,0.01,0.0100000000002,0.01,0.00999999999999,0.00999999999999,0.01,0.01,381.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.00999999999999,556.01,214.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,312.01,0.01,0.01,0.00999999999999,0.01,0.01,1635.01,0.00999999999999,624.01,0.00999999999999,163.01,0.01,681.01,52.01,0.01,0.01,0.01,0.00999999999999,0.01,4337.01,0.00999999999999,0.00999999999999,0.00999999999999,43.01,0.01,0.00999999999999,404.01,0.00999999999999,4408.01,0.01,0.01,110.01,0.01,1.01,283.01,0.01,0.01,104.01,1.01,0.01,0.01
1452730,0.01,0.01,0.0100000000002,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.01,0.0100000000002,5600.01,0.01,1872.01,0.01,0.01,0.00999999999999,287.01,0.01,0.01,0.00999999999999,28.01,0.01,0.01,0.01,3495.01,0.0100000000002,0.0100000000002,0.01,420.01,0.01,0.01,0.01,110.01,0.01,0.00999999999999,372.01,687.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.01,0.0100000000002,0.01,0.00999999999999,0.01,60.01,0.00999999999999,217.01,0.01,0.00999999999999,101.01,0.0100000000002,1728.01,0.01,129.01,0.01,0.01,17945.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,39.01,0.00999999999999,0.01,0.01,0.01,0.01
1498576,30296.01,0.01,101.01,1734.01,0.01,0.00999999999999,481.01,0.01,4040.01,0.00999999999999,722.01,2197.01,64.01,497.01,2065.01,0.00999999999999,1344.01,0.01,0.01,0.00999999999999,1084.01,41.01,120.01,111.01,0.01,2081.01,0.01,0.0100000000002,100.01,32.01,0.01,0.01,0.01,364.01,189.01,8382.01,10.01,0.0100000000002,0.01,0.00999999999999,169.01,0.00999999999999,0.00999999999999,63.01,0.00999999999999,0.01,89.01,188.01,0.00999999999999,179.01,0.01,0.01,221.01,542.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.0100000000002,529.01,0.00999999999999,11.01,0.00999999999999,45.01,233.01,0.01,191.01,0.01,1751.01,0.00999999999999,2095.01,0.00999999999999,0.00999999999999,0.01,134.01,0.01,0.00999999999999,4822.01,0.01,0.00999999999999
IA670,246.01,0.01,0.00999999999999,62.01,0.01,0.00999999999999,118.01,0.01,4495.01,0.00999999999999,0.01,744.01,0.01,11.01,1481.01,0.00999999999999,0.0100000000002,0.01,0.01,0.01,0.01,121.01,1060.01,0.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.00999999999999,382.01,13876.01,0.01,0.01,0.01,0.01,0.01,55.01,0.01,0.01,77.01,335.01,0.00999999999999,82.01,0.01,172.01,0.01,676.01,0.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,1089.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.01,391.01,132.01,0.01,1325.01,132.01,0.01,220.01,0.00999999999999,0.01,0.01,286.01,0.01,0.00999999999999,0.0100000000002,0.01,0.01
8644875,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,103.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,7042.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,326.01,0.01,0.01,681.01,0.01,0.01,381.01,121.01,3946.01,0.01,156.01,116.01,0.01,100.01,0.01,15793.01,226.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,5185.01,0.00999999999999,0.01,266.01,0.01,0.01,0.01,0.0100000000002,0.00999999999999,2372.01,1280.01,0.01,0.01,0.01,84.01,0.00999999999999,208.01,0.00999999999999,84.01,0.01,0.010000000002,0.01,0.0100000000002,0.01,37.01,0.01,0.00999999999999,2554.01,27864.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999
8641916,0.01,177.01,0.00999999999999,1.01,0.01,12582.01,0.01,386.01,0.00999999999999,8881.01,0.01,0.0100000000002,0.01,0.01,0.01,0.01,4995.01,0.0100000000002,0.01,0.01,0.01,0.01,336.01,1121.01,0.01,0.00999999999999,0.00999999999999,0.01,61.01,14588.01,9676.01,0.01,0.00999999999999,29.01,0.01,0.01,2056.01,0.0100000000002,1.01,86.01,0.01,0.01,1882.01,0.01,38.01,269.01,0.01,5217.01,0.00999999999999,1.01,0.0100000000002,180.01,1746.01,0.01,157.01,0.01,2842.01,352.01,5718.01,0.01,708.01,473.01,158.01,0.00999999999999,0.01,497.01,14055.01,10953.01,0.01,0.00999999999999,0.01,0.00999999999999,0.0100000000002,502.01,0.00999999999999,0.00999999999999,937.01,0.01,0.01,527.01
8927342,0.01,0.01,113.01,0.00999999999999,49.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,62.01,3330.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,165.01,0.01,189.01,0.01,0.01,0.01,0.01,137.01,323.01,961.01,0.00999999999999,4.01,0.01,29.01,0.01,25.01,0.01,0.01,3230.01,0.00999999999999,0.00999999999999,606.01,0.01,0.00999999999999,235.01,0.00999999999999,1456.01,0.00999999999999,40.01,0.01,0.01,467.01,79.01,0.00999999999999,0.01,0.01,19.01,4079.01,114.01,0.01,0.00999999999999,648.01,0.01,6602.01,991.01,0.01,5473.01,0.01,0.01,0.01,0.01,21.01,0.00999999999999,66.01,0.00999999999999,0.01,0.00999999999999,0.01,144.01
8642778,0.01,5318.01,94.01,0.01,0.01,34.01,0.01,0.00999999999999,0.01,771.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,24.01,0.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.01,1007.01,0.01,0.01,314.01,0.00999999999999,0.01,0.00999999999999,0.01,129.01,0.01,0.01,41.01,0.00999999999999,0.01,0.00999999999999,77.01,0.01,1077.01,0.01,0.01,38.01,196.01,0.00999999999999,0.01,0.00999999999999,2.01,1987.01,0.01,2012.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.01,325.01,0.01,3873.01,0.01,103.01,0.01,0.00999999999999,0.00999999999999,0.01,7.01,208.01,0.00999999999999,0.01,0.01,0.01
1495837,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,764.01,1630.01,0.01,138.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.00999999999999,74.01,219.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,291.01,686.01,0.01,171.01,0.01,319.01,0.01,192.01,0.01,0.01,342.01,132.01,301.01,0.00999999999999,0.01,113.01,0.00999999999999,0.00999999999999,487.01,0.01,0.01,0.01,5172.01,56.01,0.00999999999999,0.01,0.00999999999999,128.01,0.01,1805.01,0.00999999999999,0.01,0.01,0.01,258.01,0.01,1223.01,0.01,4661.01,0.00999999999999,0.00999999999999,512.01,0.00999999999999,0.01,296.01,176.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01
6303342,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,332.01,0.01,4510.01,738.01,0.01,0.01,0.01,0.01,0.01,267.01,0.01,0.01,361.01,2.01,0.01,0.0100000000002,1417.01,0.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.0100000000002,723.01,0.01,0.01,0.01,4537.01,0.01,0.01,0.00999999999999,0.01,2948.01,0.01,0.01,113.01,0.01,293.01,0.01,131.01,96.01,896.01,15447.01,0.01,0.01,0.01,4262.01,133.01,0.01,353.01,0.00999999999999,0.01,0.01,0.01,738.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,792.01,0.01,0.01,0.01,0.00999999999999
2025009,0.00999999999999,62.01,0.00999999999999,202.01,54.01,28.01,0.01,0.00999999999999,1462.01,3251.01,0.01,394.01,0.00999999999999,971.01,6350.01,0.00999999999999,0.01,0.01,39.01,0.01,0.01,0.0100000000002,3452.01,123.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.01,0.0100000000002,0.00999999999999,0.01,90.01,0.01,0.01,3070.01,222.01,0.00999999999999,658.01,0.01,1.01,0.00999999999999,0.00999999999999,37424.01,35.01,331.01,2633.01,93.01,0.00999999999999,0.01,578.01,0.01,8134.01,35.01,0.01,183.01,0.00999999999999,1231.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.01,0.01,634.01,0.00999999999999,4607.01,375.01,0.00999999999999,39.01,0.01,14.01,0.01,254.01,1002.01,759.01,0.01,0.01,230.01
11531147,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,1.01,0.01,518.01,0.01,0.01,188.01,0.00999999999999,26.01,4256.01,0.00999999999999,558.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,5.01,64.01,0.01,0.01,0.01,0.01,1225.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.01,684.01,0.01,44.01,148.01,340.01,0.00999999999999,76.01,1627.01,386.01,0.01,28.01,0.00999999999999,0.00999999999999,83.01,11.01,0.01,0.01,0.01,0.00999999999999,326.01,516.01,0.01,0.00999999999999,79.01,0.01,1645.01,0.00999999999999,0.01,0.0100000000002,268.01,0.01,0.01,0.01,0.01,0.00999999999999,45.01,0.01,40.01,5.01,0.01,67.01
8593457,4186.01,21.01,60.01,461947.01,0.01,0.00999999999999,0.01,0.0100000000002,96141.01,0.01,0.00999999999999,8156.01,1363.01,548.01,107962.01,0.01,15437.01,2008.01,0.00999999999999,0.01,3457.01,95811.01,2059.01,0.00999999999999,0.01,304.01,0.01,0.01,1882.01,166.01,0.0100000000002,0.01,0.01,0.01,308.01,3049.01,262.01,0.010000000002,0.01,1130.01,2411.01,0.01,0.01,0.01,5.01,28.01,460.01,1252.01,0.0100000000002,56.01,0.00999999999999,70.01,0.01,5826.01,0.01,0.01,124.01,0.01,2155.01,0.01,0.01,0.01,0.01,0.01,2354.01,0.01,0.01,6776.01,550188.01,0.01,0.01,0.01,0.0100000000002,0.0100000000002,18393.01,0.01,108.01,3872.01,0.01,0.0100000000002
7690082,0.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,3.01,0.01,0.00999999999999,12.01,520.01,0.0100000000002,0.00999999999999,14.01,0.01,0.0100000000002,0.00999999999999,0.01,0.01,0.01,0.01,0.0100000000002,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,60.01,34.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,310.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.01,0.01,152.01,0.01,0.01,30.01,0.00999999999999,0.01,0.01,0.01,0.01,163.01,0.01,0.01,0.01,4482.01,0.00999999999999,0.00999999999999,2305.01,0.01,18390.01,0.01,22324.01,21.01
1236082,0.01,0.01,0.01,0.01,0.01,0.00999999999999,443.01,0.01,900.01,2246.01,1235.01,800.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.01,0.01,1.01,0.01,914.01,0.01,0.01,0.00999999999999,2.01,389.01,0.00999999999999,406.01,463.01,0.01,13.01,0.01,2237.01,251.01,0.00999999999999,0.01,0.00999999999999,190.01,0.00999999999999,0.00999999999999,0.00999999999999,0.00999999999999,290.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,222.01,0.01,103.01,0.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.01,289.01,0.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,143.01,0.01,1977.01,32.01,0.01,97.01,0.00999999999999,154.01,0.01,375.01,0.01,239.01,514.01,0.01,0.01
8593638,201.01,0.01,0.01,9175.01,0.01,0.01,0.01,0.01,2302.01,0.00999999999999,0.01,0.00999999999999,0.01,0.00999999999999,237.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,70.01,54.01,231.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,24.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.00999999999999,8.01,0.01,0.00999999999999,0.00999999999999,0.0100000000002,0.01,0.01,0.01,0.01,26.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,58.01,20454.01,2.01,303.01,0.01,0.01,0.01,152.01,0.01,0.01,2118.01,0.01,0.00999999999999
7687104,0.00999999999999,0.01,24660.01,0.00999999999999,0.01,0.01,0.00999999999999,349.01,0.01,576.01,0.01,0.00999999999999,0.01,0.01,1363.01,54.01,6573.01,0.01,98.01,0.0100000000002,0.00999999999999,0.01,87.01,39803.01,0.01,0.01,2309.01,0.00999999999999,0.00999999999999,244.01,13955.01,1571.01,2440.01,0.01,0.01,0.01,1.01,473.01,0.01,828.01,251.01,0.01,1769.01,0.01,0.00999999999999,84.01,0.01,0.01,0.01,0.00999999999999,1.01,0.0100000000002,527.01,0.01,4656.01,0.00999999999999,7694.01,191.01,1671.01,0.00999999999999,0.01,3146.01,0.01,0.01,719.01,1937.01,0.01,901.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.01,0.01,436.01,2177.01,704.01,0.01,0.01,810.01
1492495,6579.01,0.01,0.00999999999999,575.01,0.01,0.01,44.01,0.01,3024.01,0.00999999999999,0.01,0.00999999999999,0.01,35.01,1765.01,40.01,267.01,0.01,0.01,4.01,17.01,0.00999999999999,0.01,435.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.00999999999999,22.01,0.01,0.00999999999999,0.00999999999999,0.01,7.01,0.00999999999999,0.01,28.01,0.00999999999999,0.01,220.01,0.00999999999999,45.01,0.01,22.01,0.01,0.00999999999999,0.01,0.01,18.01,31.01,0.01,96.01,0.01,0.01,0.0100000000002,626.01,0.01,0.01,0.01,0.01,0.01,28.01,0.00999999999999,68.01,24.01,0.01,138.01
1265470,0.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,10156.01,49.01,840.01,0.00999999999999,322.01,0.00999999999999,0.01,471.01,112.01,0.01,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.01,0.00999999999999,190.01,0.01,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.01,0.01,12066.01,0.00999999999999,553.01,0.00999999999999,0.01,177.01,262.01,0.00999999999999,0.00999999999999,469.01,0.0100000000002,0.00999999999999,0.00999999999999,0.01,0.00999999999999,258.01,0.01,1130.01,0.00999999999999,0.01,0.00999999999999,0.01,0.00999999999999,279.01,0.01,0.01,3760.01,0.01,0.01,0.01,0.01,0.00999999999999,0.0100000000002,1979.01,0.00999999999999,234.01,0.01,0.01,0.01
6049661,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,26.01,0.01,0.00999999999999,0.00999999999999,3922.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,1079.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0100000000002,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,1268.01,0.00999999999999,0.01,0.01,0.01,0.01,601.01,0.01,0.00999999999999,124.01,0.00999999999999,0.00999999999999,0.01,0.01,0.00999999999999,34.01,0.01,3005.01,0.00999999999999,2.01,0.01,0.0100000000002,7.01,311.01,0.01,0.00999999999999,2238.01,64.01,2124.01,0.01,19578.01,0.00999999999999,0.00999999999999,0.01,432.01,205.01,0.01,6977.01,0.00999999999999,0.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,435.01,1033.01,50.01,0.01,0.01,0.01
311648,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0100000000002,0.01,0.01,0.01,0.01,1.01,0.00999999999999,0.01,0.01,2002.01,36643.01,43.01,9.01,0.01,0.01,0.01,2403.01,0.01,0.01,0.0100000000002,0.00999999999999,0.01,0.01,398.01,606.01,0.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,0.0100000000002,0.00999999999999,1115.01,0.01,0.01,120.01,0.01,0.00999999999999,0.01,0.01,2027.01,0.00999999999999,0.01,0.01,0.01,0.01,0.00999999999999,357.01,0.0100000000002,89.01,551.01,0.0100000000002,197.01,0.00999999999999,1483.01,0.01,0.0100000000002,262.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.00999999999999,0.01,0.01,328.01,2905.01,0.01,0.01,0.01,24.01
6852504,0.0100000000002,0.01,0.01,0.01,0.01,0.01,1184.01,6.01,495.01,901.01,0.01,2086.01,0.00999999999999,72.01,1277.01,0.00999999999999,1583.01,33.01,0.01,0.00999999999999,94.01,0.00999999999999,0.01,161.01,0.01,0.01,37.01,203.01,0.0100000000002,89.01,0.01,0.01,1.01,184.01,1640.01,0.0100000000002,0.0100000000002,324.01,71.01,0.01,0.01,391.01,0.01,0.01,0.01,117.01,0.01,0.01,0.0100000000002,141130.01,3.01,0.00999999999999,0.00999999999999,0.010000000002,0.01,0.01,0.01,0.01,293.01,0.0100000000002,0.00999999999999,0.01,0.00999999999999,0.00999999999999,220.01,121.01,0.01,34.01,0.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,0.01,2217.01,0.00999999999999,1275.01,0.01,0.01,273.01
1493380,20349.01,0.01,0.01,3190.01,0.01,0.01,2149.01,0.01,675.01,548.01,5163.01,4953.01,0.00999999999999,6572.01,4990.01,278.01,407.01,0.01,0.01,0.01,274.01,0.0100000000002,0.01,167.01,0.00999999999999,593.01,0.01,474.01,1083.01,0.0100000000002,5.01,0.01,0.01,97.01,0.00999999999999,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.00999999999999,110.01,0.00999999999999,0.00999999999999,0.00999999999999,0.01,340.01,0.01,0.00999999999999,0.00999999999999,22.01,0.01,50.01,0.0100000000002,48.01,0.00999999999999,0.01,0.00999999999999,0.0100000000002,141.01,0.01,0.01,0.00999999999999,0.01,148.01,0.01,899.01,0.01,1727.01,0.01,0.01,0.01,0.00999999999999,0.01,0.00999999999999,0.01,0.01,0.0100000000002,0.00999999999999,0.00999999999999
6130449,0.01,0.01,17.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9847.01,0.01,0.01,1465.01,505.01,0.00999999999999,24.01,0.01,0.01,8209.01,79.01,0.01,281.01,0.00999999999999,15.01,0.01,1159.01,0.0100000000002,2054.01,78.01,0.00999999999999,0.00999999999999,6035.01,522.01,167.01,20938.01,2069.01,0.01,0.00999999999999,0.00999999999999,0.01,0.01,0.00999999999999,20738.01,0.0100000000002,0.00999999999999,58.01,0.01,0.0100000000002,0.01,3161.01,0.00999999999999,0.01,13996.01,0.0100000000002,13294.01,0.01,13959.01,0.01,427.01,13924.01,432.01,0.01,979.01,0.01,1551.01,0.01,0.01,0.00999999999999,0.00999999999999,1277.01,15874.01,0.00999999999999,0.01,0.01,0.01
9775572,0.01,150.01,262.01,0.01,0.01,20.01,0.01,0.01,0.01,253.01,0.00999999999999,0.00999999999999,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,0.00999999999999,50.01,0.01,190.01,218.01,0.01,0.00999999999999,0.01,0.01,185.01,0.01,2058.01,0.00999999999999,0.01,330.01,0.01,0.01,390.01,191.01,27.01,0.01,0.01,217.01,80.01,0.01,180.01,58.01,0.01,2053.01,0.00999999999999,0.01,0.00999999999999,0.00999999999999,101.01,0.01,65.01,0.01,0.01,0.01,3804.01,0.00999999999999,46.01,0.01,4336.01,0.01,732.01,428.01,0.00999999999999,4270.01,0.01,0.01,0.01,0.01,408.01,0.00999999999999,122.01,0.00999999999999,103.01,0.01,0.01,98.01
566752,0.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,0.01,0.01,0.01,147.01,0.01,0.01,325.01,0.00999999999999,0.00999999999999,0.01,0.01,0.01,0.00999999999999,0.01,1.01,0.00999999999999,0.01,0.01,3.01,1079.01,0.01,0.00999999999999,89.01,0.01,0.01,0.00999999999999,338.01,14500.01,4.01,30.01,0.01,404.01,0.01,0.01,0.01,0.01,3410.01,0.00999999999999,32.01,128.01,0.01,0.0100000000002,0.00999999999999,0.0100000000002,0.0100000000002,2009.01,0.0100000000002,841.01,194.01,0.01,0.0100000000002,0.01,0.01,413.01,265.01,0.01,2474.01,0.01,947.01,0.01,0.01,0.01,0.00999999999999,50.01,3229.01,0.01,0.01,0.01,0.01
